47,38,37,13,2,4,2,5,1,0,0,1,0,0,8,0,8,0,0,0,35,1,41.54401,1.609438
49,31,45,12,1,-999,2,2,0,0,0,0,0,0,6,0,12,0,0,0,73,0,46,1.386294
50,36,40,12,1,-999,2,2,1,0,0,1,0,0,6,0,4,0,0,0,36,1,41.54401,1.609438
51,52,80,16,2,3,2,4,0,1,0,0,0,0,12,0,12,0,0,0,28,0,47,0
52,64,60,15,2,-999,3,-999,0,0,0,0,0,0,16,0,12,0,0,0,64,0,60,1.098612
53,74,49,16,2,-999,4,2,0,0,0,0,0,0,12,0,12,0,0,0,49,0,42,1.098612
54,52,22,15,2,2,2,-999,1,0,0,0,0,1,11.52055,0,12,0,0,1,43.88858,0,50,.6931472
55,64,63,20,2,-999,3,-999,1,0,0,0,0,0,12,0,12,0,0,0,23,1,41.54401,1.791759
56,35,72,16,1,-999,2,-999,0,0,0,0,0,0,8,0,12,0,0,0,51,1,41.54401,1.098612
57,47,42,14,3,4,2,4,1,1,0,0,0,1,11.52055,0,11,0,0,1,43.88858,0,36,2.639057
58,66,54,16,1,1,2,1,1,1,0,0,0,0,14,0,12,0,0,0,44,1,41.54401,2.079442
59,43,21,13,2,-999,1,2,1,1,0,0,0,0,12,0,13,0,0,0,32,0,31,1.791759
60,51,26,16,2,2,3,2,1,0,0,0,0,0,13,0,17,0,0,0,51,0,66,1.098612
62,22,41,14,1,-999,2,2,1,0,0,1,0,0,6,0,4,0,0,0,28,0,17,1.098612
65,32,34,16,1,2,3,3,0,0,0,0,0,0,12,0,14,0,0,0,51,0,51,1.098612
66,59,44,16,1,1,2,1,1,0,0,0,0,0,16,0,12,0,0,0,53,1,41.54401,1.386294
67,32,45,12,2,-999,2,-999,0,0,0,0,0,0,12,0,12,0,0,0,60,1,41.54401,.6931472
68,45,28,9,1,-999,1,-999,0,0,0,0,0,0,12,1,11.58354,0,0,0,45,1,41.54401,1.386294
69,41,46,12,2,-999,2,-999,0,0,0,0,0,0,8,0,12,0,0,0,30,0,33,1.791759
70,51,50,13,3,-999,2,-999,1,0,0,0,0,0,9,0,9,0,0,0,36,0,28,1.386294
72,64,42,20,1,2,3,2,1,0,0,0,0,0,10,0,12,0,0,0,34,0,49,1.386294
74,44,53,14,2,2,2,2,0,0,0,0,0,1,11.52055,0,12,0,0,1,43.88858,0,28,1.94591
75,28,39,14,2,-999,3,2,1,0,0,0,0,0,16,0,16,0,0,0,66,0,66,.6931472
76,36,40,16,3,1,2,1,1,0,0,0,0,0,18,0,16,0,0,0,66,0,66,1.098612
78,47,58,12,3,2,2,1,0,0,0,0,0,0,12,0,12,0,0,0,47,1,41.54401,0
79,44,46,14,3,-999,2,3,0,0,0,0,0,0,16,0,14,0,0,0,41,0,25,1.098612
81,69,48,18,2,1,3,1,1,0,0,0,0,0,12,0,14,0,0,0,60,0,66,1.791759
82,30,88,12,2,-999,2,2,0,0,0,0,0,0,12,0,8,0,0,0,24,0,17,1.386294
83,49,45,14,1,1,2,1,1,0,0,0,0,0,12,0,16,0,0,0,39,0,46,1.098612
84,31,38,12,2,1,1,2,0,0,0,0,0,0,12,0,12,0,0,0,65,1,41.54401,1.609438
85,61,22,14,2,-999,2,-999,1,1,0,0,0,1,11.52055,0,12,0,0,1,43.88858,0,47,1.098612
86,51,23,16,2,1,2,1,0,0,0,0,0,0,14,0,16,0,0,0,47,0,33,.6931472
87,66,41,16,1,2,2,3,1,0,0,0,0,0,12,0,8,0,0,0,47,1,41.54401,1.386294
88,64,23,12,2,3,3,4,1,0,0,1,0,1,11.52055,0,18,0,0,1,43.88858,0,55,1.098612
90,32,80,6,1,-999,2,-999,1,0,0,0,0,1,11.52055,1,11.58354,0,0,0,28,0,31,1.791759
91,32,56,8,2,3,2,4,1,0,0,1,0,1,11.52055,0,8,0,0,1,43.88858,1,41.54401,1.94591
92,34,43,16,-999,3,2,4,1,1,0,0,0,0,9,0,16,0,0,0,39,0,64,1.791759
93,65,31,16,3,-999,2,3,1,0,0,0,1,0,12,0,13,0,0,0,40,0,36,1.609438
95,42,39,16,1,2,2,2,1,1,0,0,0,0,12,0,10,0,0,0,28,0,42,1.386294
96,21,20,12,3,-999,2,-999,0,0,0,1,0,0,12,0,12,0,0,0,33,0,33,1.609438
97,51,55,16,2,2,3,-999,0,0,1,0,0,0,6,0,6,0,0,0,51,1,41.54401,1.609438
98,46,45,14,2,1,2,1,1,0,0,0,0,0,12,0,12,0,0,0,40,0,47,1.098612
100,46,69,16,1,-999,3,1,1,0,0,0,0,0,7,0,10,0,0,0,38,0,17,1.386294
102,22,31,11,2,3,2,4,0,0,0,1,0,0,6,0,6,0,0,0,46,1,41.54401,2.484907
105,51,51,16,1,-999,3,3,0,0,0,0,0,0,8,0,8,0,0,0,35,1,41.54401,1.386294
107,43,61,20,2,1,3,1,0,0,0,0,0,1,11.52055,0,12,0,0,1,43.88858,1,41.54401,1.098612
109,43,51,16,2,1,3,2,1,0,0,0,0,0,12,0,18,0,0,0,52,0,64,.6931472
110,66,43,18,1,1,2,1,1,0,0,0,0,0,10,0,12,0,0,0,30,0,51,1.386294
113,43,64,16,2,2,3,3,0,0,0,0,0,0,5,0,5,0,0,0,51,1,41.54401,1.098612
114,28,44,13,3,-999,3,1,1,0,0,0,0,0,12,0,12,0,0,0,49,0,36,1.098612
115,66,40,19,1,1,3,1,0,0,0,0,0,0,20,0,17,0,0,0,51,1,41.54401,1.098612
116,51,59,16,2,1,2,-999,0,0,0,0,0,1,11.52055,0,9,0,0,1,43.88858,0,32,.6931472
117,60,36,16,1,-999,2,3,0,0,0,1,0,0,18,0,12,0,0,0,51,0,51,.6931472
118,51,65,13,1,1,3,1,1,0,0,0,0,0,16,0,16,0,0,0,69,0,51,.6931472
119,41,46,20,2,-999,3,4,1,0,1,0,0,0,16,0,19,0,0,0,51,0,64,1.386294
120,31,33,12,1,2,2,3,1,0,0,1,0,0,6,0,6,0,0,0,45,1,41.54401,1.386294
122,36,24,13,1,-999,3,2,1,0,0,0,0,0,12,0,13,0,0,0,41,0,65,.6931472
123,51,36,11,2,2,2,4,0,0,0,1,0,1,11.52055,0,6,0,0,1,43.88858,0,35,1.94591
125,45,32,12,1,2,2,2,1,0,0,0,0,0,16,0,13,0,0,0,65,0,36,1.609438
126,49,68,14,2,2,3,3,0,0,0,0,0,0,14,0,12,0,0,0,40,0,36,.6931472
127,51,63,13,2,2,2,2,0,0,0,0,0,1,11.52055,0,9,0,0,1,43.88858,0,43,1.098612
128,64,80,18,2,-999,4,-999,1,0,0,0,0,0,15,0,12,0,0,0,72,0,47,0
130,36,24,10,1,-999,2,1,0,0,0,1,0,0,12,0,8,0,0,0,40,0,17,.6931472
132,49,45,8,3,2,3,3,0,0,0,1,0,0,16,0,3,0,0,0,64,1,41.54401,2.197225
133,20,52,8,3,-999,2,2,0,0,0,1,0,0,6,0,6,0,0,0,35,1,41.54401,2.079442
134,51,49,16,3,3,2,4,0,0,0,0,0,0,20,0,12,0,0,0,41,0,44,1.791759
137,36,37,12,2,1,2,1,1,0,0,0,0,1,11.52055,0,12,0,0,1,43.88858,0,28,1.098612
138,36,35,12,2,1,2,1,1,0,0,0,0,0,8,0,12,0,0,0,44,0,36,1.609438
139,60,51,14,2,2,3,3,0,0,0,1,0,0,12,0,12,0,0,0,30,0,30,1.098612
140,44,66,16,2,3,3,4,0,0,1,0,0,1,11.52055,0,14,0,0,1,43.88858,0,42,1.94591
141,48,28,15,1,2,3,3,0,0,0,0,0,0,14,0,16,0,0,0,51,0,64,1.098612
143,49,47,17,1,1,3,1,0,0,0,0,0,0,12,0,14,0,0,0,32,0,36,1.386294
144,48,48,16,2,2,3,2,0,0,0,0,0,0,18,0,14,0,0,0,72,1,41.54401,.6931472
145,72,49,20,2,-999,3,2,1,0,1,0,0,0,14,0,14,0,0,0,35,0,41,1.098612
147,42,70,2,2,-999,3,-999,1,0,0,1,0,0,3,0,3,0,0,0,40,1,41.54401,2.197225
149,29,35,9,2,2,2,3,0,0,0,1,0,0,1,1,11.58354,0,0,0,29,1,41.54401,1.098612
151,32,68,20,3,3,2,3,0,0,1,0,0,0,12,0,12,0,0,0,32,1,41.54401,2.197225
155,36,36,6,2,2,2,2,0,0,0,1,0,0,7,0,11,0,0,0,30,0,35,1.386294
156,68,54,12,2,-999,2,3,1,0,0,1,0,0,12,0,8,0,0,0,47,1,41.54401,1.609438
158,30,55,12,3,2,2,3,1,0,0,1,0,1,11.52055,0,12,0,0,1,43.88858,0,31,2.397895
160,65,29,16,2,3,2,4,0,1,0,0,0,0,14,0,14,0,0,0,47,0,42,1.609438
161,25,20,14,3,-999,2,1,1,0,0,1,0,0,14,0,12,0,0,0,51,1,41.54401,1.609438
162,46,41,12,1,1,2,1,1,1,0,0,0,0,13,0,14,0,0,0,32,0,66,1.791759
163,47,40,19,2,-999,3,2,1,0,0,0,0,0,16,0,20,0,0,0,74,0,66,1.098612
164,53,71,16,2,2,4,2,0,0,0,0,0,0,14,0,16,0,0,0,59,1,41.54401,.6931472
166,52,49,14,3,2,1,2,0,0,0,0,0,0,18,0,12,0,0,0,32,0,42,0
167,28,44,15,1,2,2,-999,0,0,0,0,0,0,12,0,12,0,0,0,35,0,74,1.098612
169,51,24,17,2,3,2,-999,0,0,0,0,0,0,13,0,16,0,0,0,51,0,51,.6931472
170,49,29,12,1,-999,3,2,0,0,0,0,0,0,18,0,11,0,0,0,61,0,44,.6931472
171,51,56,20,1,1,3,1,1,0,0,0,0,0,10,0,10,0,0,0,27,0,35,1.098612
172,29,24,12,3,-999,1,4,0,0,0,0,0,0,12,0,12,0,0,0,42,0,51,1.098612
173,51,60,14,2,2,3,2,0,0,0,0,0,0,12,0,12,0,0,0,49,0,36,1.098612
174,32,52,16,1,2,3,3,0,0,0,0,0,1,11.52055,0,16,0,0,1,43.88858,0,74,1.098612
175,37,51,12,3,-999,3,4,1,0,0,0,0,0,6,0,8,0,0,0,45,1,41.54401,1.609438
176,25,64,14,2,1,2,-999,1,0,0,0,0,0,12,0,12,0,0,0,42,0,32,1.098612
177,46,23,17,2,-999,3,2,1,0,0,0,0,0,16,0,17,0,0,0,47,0,51,.6931472
178,36,46,12,1,2,2,2,0,0,0,0,0,0,12,0,9,0,0,0,51,1,41.54401,1.791759
179,30,34,17,1,2,3,2,0,0,0,0,0,0,18,0,16,0,0,0,43,0,43,1.609438
180,55,29,16,2,-999,3,-999,1,0,0,1,0,0,14,0,15,0,0,0,48,0,32,1.098612
181,61,28,19,2,2,3,2,1,0,0,0,0,1,11.52055,0,18,0,0,1,43.88858,0,46,1.609438
182,44,39,15,2,-999,3,5,1,0,0,0,0,1,11.52055,0,15,0,0,1,43.88858,0,46,.6931472
183,64,33,20,2,2,3,3,0,0,0,0,0,1,11.52055,0,16,0,0,1,43.88858,0,64,1.609438
184,22,24,11,3,-999,2,4,1,1,0,0,0,1,11.52055,0,9,0,0,1,43.88858,0,22,2.833213
185,64,34,12,2,4,2,4,1,0,0,1,0,0,11,0,12,0,0,0,31,1,41.54401,1.386294
186,42,24,16,1,1,2,1,0,0,0,0,0,0,13,0,16,0,0,0,59,0,52,1.098612
187,35,30,16,1,1,3,1,0,0,0,0,0,0,16,0,16,0,0,0,49,0,64,1.098612
188,33,25,16,2,-999,3,1,0,0,0,0,0,0,12,0,13,0,0,0,51,1,41.54401,1.386294
189,49,41,16,2,-999,3,1,1,0,0,0,0,0,20,0,18,0,0,0,86,0,66,1.609438
191,51,48,16,2,1,3,1,1,0,0,0,0,0,18,0,18,0,0,0,72,0,32,.6931472
192,51,28,13,2,1,2,1,0,0,0,0,0,0,13,0,20,0,0,0,44,0,72,1.098612
193,74,30,20,1,-999,3,2,1,0,0,0,0,0,20,0,20,0,0,0,49,0,64,1.098612
194,73,34,19,2,2,3,2,1,0,1,0,0,0,18,0,16,0,0,0,72,1,41.54401,1.386294
195,40,67,16,1,-999,2,2,0,0,1,0,0,0,12,0,9,0,0,0,29,0,34,1.609438
196,64,64,18,1,2,3,-999,1,0,0,1,0,0,12,0,6,0,0,0,51,1,41.54401,0
197,43,80,20,2,-999,4,-999,0,0,0,0,0,0,14,0,12,0,0,0,60,0,23,.6931472
198,51,52,13,1,1,3,1,0,0,0,0,0,0,12,0,12,0,0,0,30,1,41.54401,0
199,33,29,16,2,2,2,4,1,0,0,1,0,0,14,0,8,0,0,0,50,1,41.54401,1.098612
200,31,24,14,2,3,-999,-999,0,1,0,0,0,1,11.52055,0,10,0,0,1,43.88858,0,42,1.098612
201,57,42,20,3,2,3,3,1,1,0,0,0,0,12,0,16,0,0,0,60,0,66,.6931472
204,22,35,12,3,1,2,1,0,1,0,0,0,1,11.52055,0,16,0,0,1,43.88858,0,71,1.609438
205,27,44,12,2,-999,3,3,0,1,0,0,0,0,12,0,11,0,0,0,33,0,29,1.791759
206,66,60,13,2,2,2,-999,1,1,0,0,0,0,13,0,12,0,0,0,68,0,31,2.197225
208,51,27,16,3,3,2,3,0,0,0,0,0,1,11.52055,0,14,0,0,1,43.88858,0,33,.6931472
209,63,38,17,1,1,3,1,0,0,0,0,0,0,17,0,18,0,0,0,59,0,66,.6931472
210,36,34,16,2,2,2,-999,1,0,0,0,0,0,16,0,16,0,0,0,51,1,41.54401,1.098612
212,22,35,5,2,3,2,4,1,0,0,1,0,0,0,0,1,1,0,0,42,1,41.54401,1.609438
213,36,29,12,2,4,3,-999,1,0,0,1,0,0,6,0,6,0,0,0,29,0,22,1.386294
214,25,32,6,2,-999,2,-999,1,0,0,1,0,0,4,0,4,0,0,0,40,1,41.54401,2.079442
215,52,63,18,2,-999,2,3,1,1,0,0,0,1,11.52055,0,8,0,0,1,43.88858,0,42,1.098612
216,34,80,12,2,3,3,-999,1,1,0,0,0,0,5,0,8,0,0,0,24,0,22,1.791759
218,59,25,16,2,1,3,1,1,0,0,0,0,0,13,0,12,0,0,0,30,0,51,.6931472
219,46,70,12,2,1,-999,-999,1,0,0,0,0,0,13,0,8,0,0,0,44,1,41.54401,1.098612
220,61,35,20,2,1,3,1,0,0,1,0,0,0,18,0,18,0,0,0,74,0,74,1.386294
222,33,24,17,2,2,3,2,1,1,0,0,0,0,13,0,12,0,0,0,51,0,49,.6931472
223,74,60,17,2,2,3,-999,0,0,0,0,0,0,12,0,12,0,0,0,51,0,34,2.079442
224,51,55,12,3,1,3,4,0,0,0,0,0,0,12,1,11.58354,0,0,0,51,1,41.54401,1.791759
225,36,23,14,3,2,2,-999,0,0,0,0,0,0,17,0,14,0,0,0,51,0,39,1.386294
226,64,68,16,2,2,3,-999,1,0,0,0,0,0,14,0,14,0,0,0,44,0,30,.6931472
227,25,22,16,2,-999,3,-999,1,0,0,0,0,0,16,0,14,0,0,0,51,1,41.54401,.6931472
228,64,58,17,3,4,2,5,0,0,0,0,0,0,16,0,12,0,0,0,49,0,42,.6931472
229,51,55,20,2,1,3,1,0,0,0,0,0,0,19,0,18,0,0,0,74,1,41.54401,.6931472
232,46,76,12,2,1,3,-999,1,0,0,0,0,0,12,0,10,0,0,0,51,1,41.54401,1.791759
234,51,29,17,1,-999,3,2,1,0,0,1,0,0,11,0,13,0,0,0,40,0,33,.6931472
235,66,60,16,2,4,3,-999,1,0,0,0,0,0,12,0,16,0,0,0,24,0,66,1.94591
236,51,36,14,1,2,4,-999,1,0,0,0,0,1,11.52055,0,12,0,0,1,43.88858,0,39,1.609438
237,51,75,15,1,2,3,-999,0,0,0,0,0,0,12,0,12,0,0,0,51,0,36,.6931472
238,32,48,15,2,2,3,3,1,0,0,0,0,0,13,0,13,0,0,0,51,0,23,1.609438
239,49,35,11,2,-999,2,-999,1,0,0,0,0,0,12,0,12,0,0,0,41,0,22,1.609438
240,44,54,14,2,2,3,3,0,0,0,0,0,0,12,0,16,0,0,0,64,0,65,1.098612
241,43,45,14,3,3,3,4,0,0,0,0,0,0,12,0,16,0,0,0,24,0,35,1.791759
242,56,58,16,2,1,3,1,1,0,0,0,0,0,16,0,16,0,0,0,53,1,41.54401,1.609438
243,42,46,16,2,-999,3,-999,1,0,0,1,0,0,12,0,12,0,0,0,39,1,41.54401,1.386294
244,32,36,15,2,2,2,2,1,1,0,0,0,0,12,0,16,0,0,0,40,1,41.54401,1.386294
245,49,58,13,1,2,2,2,1,0,0,1,0,0,9,0,12,0,0,0,42,1,41.54401,1.609438
246,64,40,16,2,-999,3,3,1,0,0,0,0,0,18,0,18,0,0,0,64,0,64,.6931472
247,57,44,12,1,2,2,3,1,0,0,0,0,0,12,0,14,0,0,0,33,0,66,1.791759
248,50,59,19,1,1,2,-999,0,0,0,0,0,0,12,0,13,0,0,0,31,1,41.54401,2.302585
249,34,80,12,3,-999,3,-999,1,0,0,0,0,1,11.52055,0,0,0,1,1,43.88858,1,41.54401,2.484907
251,41,76,12,2,3,3,-999,1,0,0,0,0,0,12,0,12,0,0,0,36,1,41.54401,.6931472
252,46,65,13,2,4,3,-999,1,0,0,0,0,0,6,0,8,0,0,0,64,1,41.54401,.6931472
253,64,43,20,2,-999,2,3,1,0,0,0,0,0,9,0,12,0,0,0,35,0,35,.6931472
255,28,27,14,1,1,2,-999,1,0,0,0,0,0,12,0,16,0,0,0,30,0,64,.6931472
256,65,73,16,1,-999,3,-999,0,0,0,0,0,0,10,0,12,0,0,0,24,1,41.54401,.6931472
257,71,60,20,1,1,3,-999,1,0,0,0,0,0,15,0,12,0,0,0,71,0,46,.6931472
258,47,42,14,2,2,2,2,1,0,0,1,0,1,11.52055,0,12,0,0,1,43.88858,0,42,1.609438
259,57,51,18,2,-999,3,2,0,0,0,0,0,0,17,0,12,0,0,0,51,0,46,.6931472
260,21,21,15,2,-999,3,1,0,0,0,0,0,0,16,0,14,0,0,0,34,0,34,1.098612
262,63,45,12,2,-999,2,3,1,0,0,0,0,0,12,0,12,0,0,0,59,1,41.54401,0
263,51,35,12,2,1,2,1,1,0,1,0,0,1,11.52055,0,12,0,0,1,43.88858,0,28,1.386294
265,64,67,20,2,3,4,4,0,0,0,0,0,0,12,0,9,0,0,0,39,1,41.54401,.6931472
266,29,19,14,2,-999,4,2,1,0,0,0,0,0,16,0,16,0,0,0,69,0,47,.6931472
267,53,76,16,2,2,4,3,0,0,0,0,0,0,16,0,16,0,0,0,49,0,64,1.098612
268,51,70,16,2,-999,4,-999,1,0,0,0,0,0,14,0,16,0,0,0,61,1,41.54401,1.386294
269,44,60,18,1,1,4,1,0,0,0,0,0,0,16,0,13,0,0,0,51,1,41.54401,.6931472
270,50,47,16,2,1,1,1,0,0,0,0,0,0,12,0,15,0,0,0,30,0,54,.6931472
271,63,57,17,1,-999,3,1,1,0,0,0,0,0,18,0,14,0,0,0,59,1,41.54401,1.098612
273,74,43,16,1,2,3,2,0,0,0,0,0,0,16,0,16,0,0,0,51,1,41.54401,0
274,59,45,16,1,-999,3,1,1,0,0,0,0,0,12,0,12,0,0,0,40,0,28,1.098612
275,51,29,12,2,-999,2,-999,1,0,0,1,0,1,11.52055,0,6,0,0,1,43.88858,0,28,1.386294
276,22,38,10,1,2,1,3,0,0,0,1,0,0,3,0,3,0,0,0,51,1,41.54401,2.079442
277,30,25,12,3,2,2,3,1,0,0,1,0,0,12,0,14,0,0,0,47,0,62,1.098612
278,69,37,16,1,-999,3,1,1,0,1,0,0,0,13,0,12,0,0,0,74,0,35,1.098612
279,51,63,16,2,3,3,-999,1,0,0,0,0,0,12,0,10,0,0,0,49,0,32,.6931472
280,49,62,16,3,-999,2,-999,0,1,0,0,0,1,11.52055,0,8,0,0,1,43.88858,0,34,2.197225
281,59,28,15,2,2,3,-999,0,1,0,0,0,0,12,0,16,0,0,0,44,0,51,1.098612
282,24,61,16,2,1,3,2,0,1,0,0,0,0,16,0,13,0,0,0,51,0,42,1.94591
283,60,47,16,1,2,3,2,0,1,0,0,0,0,14,0,18,0,0,0,51,0,66,2.079442
284,66,55,14,2,2,2,3,0,0,0,0,0,0,12,0,14,0,0,0,50,1,41.54401,1.098612
285,33,48,13,2,2,2,2,1,1,0,0,0,1,11.52055,0,14,0,0,1,43.88858,0,60,.6931472
286,47,49,12,1,-999,2,3,0,0,0,0,0,0,12,0,14,0,0,0,42,0,46,1.098612
287,64,20,13,2,2,2,2,0,0,1,0,0,0,14,0,16,0,0,0,28,0,30,1.386294
288,29,24,17,2,3,1,4,0,0,0,1,0,0,6,0,12,0,0,0,29,0,34,1.098612
289,34,24,16,2,-999,2,2,0,0,0,0,0,0,16,0,16,0,0,0,64,0,74,1.386294
290,32,26,16,2,3,2,-999,1,0,0,0,0,0,12,0,12,0,0,0,34,0,65,.6931472
292,62,48,20,1,2,3,2,0,0,0,0,0,0,9,0,12,0,0,0,42,0,47,1.098612
293,49,54,16,1,1,3,1,1,0,0,0,0,0,10,0,12,0,0,0,51,0,33,1.098612
294,54,64,17,1,-999,3,-999,1,0,0,0,0,0,19,0,14,0,0,0,74,1,41.54401,1.386294
297,34,30,12,2,-999,2,1,0,0,0,1,0,0,12,0,12,0,0,0,34,0,28,1.609438
298,29,53,13,2,3,2,-999,1,1,0,0,0,0,12,0,8,0,0,0,33,0,34,1.386294
299,24,39,15,2,-999,2,2,0,0,0,0,0,0,14,0,14,0,0,0,44,0,17,.6931472
300,27,39,13,3,2,2,3,0,1,0,0,0,1,11.52055,0,12,0,0,1,43.88858,0,66,0
301,42,50,12,1,-999,2,3,0,0,0,1,0,0,16,0,12,0,0,0,69,1,41.54401,1.386294
302,70,65,20,3,2,3,-999,0,0,0,0,0,0,18,0,14,0,0,0,86,0,51,1.098612
303,51,51,12,1,-999,2,3,1,0,0,0,0,0,11,0,15,0,0,0,36,0,41,1.94591
304,31,29,12,2,2,2,-999,0,0,0,1,0,0,3,0,8,0,0,0,23,0,20,1.609438
305,22,20,12,2,3,2,4,1,0,0,0,1,0,15,0,12,0,0,0,22,0,51,1.94591
306,34,50,12,3,3,3,4,0,0,0,0,0,0,3,0,4,0,0,0,40,0,36,1.791759
307,47,72,12,3,2,3,1,1,0,0,0,0,0,11,0,12,0,0,0,45,1,41.54401,1.609438
308,30,68,13,3,-999,3,-999,0,1,0,0,0,0,12,0,15,0,0,0,51,0,43,1.098612
309,39,41,14,2,1,2,-999,0,0,0,0,0,0,12,0,13,0,0,0,36,0,44,1.609438
310,72,63,20,1,2,4,-999,0,0,0,0,0,0,20,0,14,0,0,0,72,1,41.54401,1.386294
311,51,62,16,1,-999,4,3,0,0,0,0,0,0,16,0,10,0,0,0,74,0,65,1.386294
314,44,46,8,2,-999,3,3,0,0,1,0,0,1,11.52055,0,0,0,1,1,43.88858,1,41.54401,1.386294
316,43,45,16,2,1,3,-999,0,0,0,0,0,0,16,0,16,0,0,0,52,0,64,1.609438
317,73,72,17,2,3,3,-999,0,0,0,0,0,0,12,0,15,0,0,0,49,0,46,.6931472
319,36,26,12,1,2,2,-999,1,0,0,0,0,0,12,0,20,0,0,0,42,0,73,1.098612
320,64,48,20,2,1,2,1,0,0,0,0,0,0,12,0,12,0,0,0,42,1,41.54401,1.791759
321,52,65,13,2,-999,3,3,0,0,0,0,0,0,12,0,12,0,0,0,30,0,28,.6931472
322,47,79,12,1,-999,2,-999,1,1,0,0,0,1,11.52055,0,12,0,0,1,43.88858,1,41.54401,1.386294
325,31,38,16,2,1,2,2,1,1,0,0,0,0,16,0,16,0,0,0,44,0,66,1.609438
326,47,46,13,3,2,2,3,1,1,0,0,0,1,11.52055,0,12,0,0,1,43.88858,0,64,2.484907
327,37,47,12,2,3,3,1,0,0,0,0,0,0,12,0,16,0,0,0,36,0,66,0
329,47,56,14,2,-999,2,2,0,0,0,0,0,0,12,0,12,0,0,0,47,0,28,.6931472
330,34,79,12,3,1,2,-999,1,0,0,0,0,0,12,0,9,0,0,0,40,0,33,.6931472
331,36,43,12,1,1,2,-999,1,0,0,0,0,0,12,0,12,0,0,0,45,0,51,1.098612
332,22,37,10,2,-999,1,4,1,1,0,0,0,0,12,0,11,0,0,0,34,0,42,1.609438
333,31,30,12,3,1,3,1,1,0,0,1,0,0,12,0,11,0,0,0,22,0,17,1.098612
334,31,29,10,2,2,2,-999,0,0,0,1,0,1,11.52055,0,12,0,0,1,43.88858,0,36,1.386294
335,17,79,12,1,-999,4,-999,1,0,0,0,0,1,11.52055,0,8,0,0,1,43.88858,1,41.54401,.6931472
336,42,71,12,1,4,2,-999,0,0,0,0,0,0,10,0,10,0,0,0,22,0,28,1.098612
338,33,40,14,2,2,2,2,1,1,0,0,0,1,11.52055,0,14,0,0,1,43.88858,0,51,1.386294
339,39,27,14,3,2,3,3,0,0,0,1,0,0,20,0,20,0,0,0,86,0,86,.6931472
340,49,85,12,3,-999,3,3,1,0,0,0,0,1,11.52055,0,0,0,1,1,43.88858,0,40,0
